IDNOREMP;IDTIPODOC;NUMDOC;DV;INSCRIP  MATRIC / RENOVACIÓN ;CAMARA;INSCRIPCIÓN /MATRICULA;CIIU;NOVEDAD;RAZSOC;NOMCOM;SIGLA;DIRECCION;IDDEPTO;IDMCIPIO;TEL;EXT;EMAIL;WEB;DIRECCION NOT;IDDEPTO  NOT;IDMCIPIO NOT;TEL NOT;EXT NOT;EMAIL NOT;WEB NOT;ORGJUR;NOMREP;CSEDE;prioridad;orgjucual;fechaconst;fechahasta;capsocin;capsocinpu;capsocinpr;capsocie;capsociepu;capsociepr;estadoact;otro;estagrop;estminero;estind;estservpub;estconst;estcom;estreshot;esttrans;estcomunic;estfinanc;estservcom;uniaux;fechadili;responde;carresponde;teler;faxr;emailres;;aa;aanotifica;estser;otrose;actie;actic;lgg;estcart;correlativa;envcorr;vericorr;fec_correo;activa;fechadist
6907;1;890318158;;;;;1012;99;ALTAMAR LTDA.;ALTAMAR LTDA.;;CL 22A # 10-68;76;1;8844347;;altamarlimitada@yahoo.es;;CL 22 A # 10 - 68;76;1;8844347;;altamarlimitada@yahoo.es;;4;SUENO ARGENIS OSORIO TABORDA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121092;1;830034565;;;;;1020;99;PRODUCTOS ALIMENTICIOS FRUCAMPO LTDA;PRODUCTOS ALIMENTICIOS FRUCAMPO LTDA;;CL 20 # 4-85;11;1;4699116;;contricol@etb.net.co;contricol@etb.net.co;CALLE 20 # 4-85;11;1;4609116;;contricol@etb.net.co;contricol@etb.net.co;4;MARTHA ELVIRA RODRIGUEZ LEGUIZAMON;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;1;860531368;;;;;1020;99;JUGOS TROPICALES S.A.S;JUGOS TROPICALES S.A.S;;KR 20 # 17-24;11;1;5474840;;jugostropicales@gmail.com;www.jugostropicales.com;CRA. 20 # 17-24;11;1;2474840;;info@jugostropicales.com;www.jugostropicales.com;5;HELBER HERNANDO ARIAS RODRIGUEZ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841103;1;800182618;;;;;1020;99;ACEITE RENDIDOR S.A.S;ACEITE RENDIDOR;;CRA  69A No. 31-45 SUR;11;1;2707221;;aceiterendidor@etb.net.co;www.aceiterendidor.com;CRA  69A No. 31-45 SUR;11;1;2707221;;aceiterendidor@etb.net.co;www.aceiterendidor.com;14;VICTOR MANUAL GARZON CANTOR;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120417;1;800150448;;;;;1020;99;PULPAS UNIVERSALES S.A.S.;PULUNIV S.A.S;;CL 19C # 32-53;11;1;2445535;;pulpasuniver@hotmail.com;WWW.PULPAS UNIVERSALES;CL 19C # 32 - 53;11;1;2441648;;pulpasuniver@hotmail.com;WWW.PULPAS UNIVERSALES;14;WILSON GARCIA PATIÑO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844319;;900089156;;;;;1020;99;ALIMENTOS NARANJA VERDE;ALIMENTOS NARANJA VERDE;;CARRERA 2A Nº 9A-156 G 1;66;170;3222932;;info@naranjaverde.com;www.naranjaverde.com;CRA 69 N 73 A 68;11;1;3222932;;gerencia@naranjaverde.com;www.naranjaverde.com;4;CASTANO CORREDOR MARIA PAOLA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843073;1;890938959;;;;;1020;99;PRODUCTOS ALIMENTICIOS PEPITA S.A.S;PRODUCTOS ALIMENTICIOS PEPITA S.A.S;;CL 85B # 48-32;5;360;4484813;;gerencia@productospepita.com;www.productospepita.com;CL 85B # 48-32 Itagui;5;360;4484843;;gerencia@productospepita.com;www.productospepita.com;14;IGNACIO TOBON;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560110;1;890212249;;;;;1020;99;NEO FRUT SAS;NEO FRUT SAS;;MODULO 25 BODEGA 12 CENTROABASTOS;68;1;6762740;;servicioalcliente@neofrut.com;www.neofrut.com;MODULO 25 BODEGA 12 CENTROABASTOS;68;1;6762740;;servicioalcliente@neofrut.com;www.neofrut.com;4;LUIS ARMANDO BARRERA TORRES;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103;1;860050222;;;;;1020;99;CIA GENERAL DE ALIMENTOS GRAN UNION LTDA;GRAN UNION LTDA;;KR 106 # 15-25  INT 87;11;1;5743100;;gerencia@granunion.com;www.granunion.com;CRA 106 #15-25 INT 87 Z.FRANCA;11;1;5743100;;contabilidad@granunion.com;www.granunion.com;4;JUAN FRANCISCO ARBELAEZ ARBELAEZ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9305;1;43035089;;;;;1020;99;PEÑA  RESTREPO DORIS AMPARO;IPRODESA;;KR 50A # 36-43;5;360;3761075;;iprodesa@une.net.co;www.iprodesa.com;KR 50A # 36-43;5;360;3761075;;contabilidadiprodesa@une.net.co;www.iprodesa.com;11;DORIS AMPARO PENA RESTREPO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11210;2;81103982;;;;;1020;99;C. I.  DOÑA PAULA S.A.;C. I.  DOÑA PAULA S.A.;;CL 81 # 52D-107;5;360;3710348;;info@cidonapaula.com;www.cidonapaula.com;CL 81 # 52 D - 107;5;360;3710348;;info@cidonapaula.com;www.cidonapaula.com;5;ALVARO JOSE GUTIERREZ VILLEGAS;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;1;860511886;;;;;1020;99;INDUSTRIAS LA CORUÑA LTDA.;INDUSTRIAS LA CORUÑA LTDA.;;AK 80 G # 2-42;11;1;2927758;;diaz.victor@industriaslacoruna.com;www.industriaslacoruña.com;AK 80 G  # 2 - 42    CORABASTOS;11;1;2927698;;diaz.victor@industriaslacoruna.com;www.industriaslacoruña.com;4;WILLIAM VELEZ CAMARGO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843848;1;900326706;;;;;1020;99;PANAMERICANA DE ALIMENTOS S.A.S;PANAMERICANA DE ALIMENTOS S.A.S;;KM 35.4 AUT MED BOG;5;615;4444362;;PANAL@PANALSAS.COM;;KM 35.4 AUT MED BOG;5;615;4444362;;GERENCIA.GENERAL@PANALSAS.COM;;14;ARCILA OSPINA JOSE REINALDO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845370;1;824006708;;;;;1030;5;PALMAGRO S.A.;PALMAGRO S.A.;;CALLE 13 N° 17 - 74 BARRIO: ALFONSO LOPEZ;20;1;5744531;;gerencia@palmagro.com;;CALLE 13 N° 17 - 74 BARRIO: ALFONSO LOPEZ;20;1;5701834;;gerencia@palmagro.com;;5;GONZALO PARRA CASTANEDA;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841642;1;800018971;;;;;1030;99;PALMERAS BARBASCAL S.A;PALMERAS BARBASCAL S.A.;;PLANTACION MUNICIPIO SAN MARTIN 35 KMS VIA GUALAS;50;689;6011279;;palmebarempresario@yahoo.com;;KR 53 No 104B-35 OF 608;11;1;6011279;;palmebarempresario@yahoo.com;;5;LUIS EDUARDO ORTIZ BELTRAN;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121936;1;860514507;;;;;1030;99;PROCESADORA DE OLEAGINOSAS ALVARADO LTDA;PROCESADORA DE OLEAGINOSAS ALVARADO LTDA;;CRA 59 A N0 45 A 60 SUR;11;1;7102661;;procesadora_alvarado@yahoo.com;;CRA 59 A N0 45 A 60 SUR;11;1;7102681;;procesadora_alvarado@yahoo.com;;4;ARMANDO ALVARADO RINCON;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120753;1;830034002;;;;;1030;99;OLEAGINOSAS DEL OCOA S.A.;OLEOCOA S.A.;;CR 10 96-25 OF 202;11;1;6102205;;ci_oleocoa_bog@etb.net.co;;CR 10 96-25 OF 202;11;1;6102205;;oleocontab@yahoo.com;;5;ILSE HELENA SCHMIDT DE RITZL;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039;1;860401492;;;;;1030;99;COMPAN IA NACIONAL DE SEBOS LTDA;CONALSEBOS LTDA;;DG 47A SUR 61 A30;11;1;7108220;;contabilidad@conalsebos.com.co;;DG 47A SUR 61 A 30;11;1;7108220;;contabilidad@conalsebos.com.co;;4;JOSE REINALDO PUERTO MATEUS;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5615;1;800159103;;;;;1030;99;COOPERATIVA PALMAS RISARALDA LTDA;COOPAR;;av 3 # 5 27 Brr El Centro;54;261;5789798;;info@cooparcolombia.com;www.Cooparcolombia.com;Av 3 5 27 Brr El Centro;54;261;5789798;;info@cooparcolombia.com;www.Cooparcolombia.com;12.1;FLOR MARIA HERNANDEZ DE HERNANDEZ;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
925;1;800078508;;;;;1030;99;SOC. DE COMERC. INTERNACIONAL FAB. DE ACEITES Y MARG DEL MAGD. S.A.;C.I. FAMAR S A;;KM 1 VIA CIENAGA SANTA MARTA;47;189;3164540586;;contabilidad@cifamar.com;www.famar.com.co;KM 1 VIA CIENAGA SANTA MARTA;47;189;3164540586;;contabilidad@cifamar.com;www.famar.com.co;5;JOSE FRANCISCO GOMEZ CAMPO;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845331;;900645768;;;;;1030;99;PALMAS DEL CASANARE S.A..S;PALMAS DEL CASANARE;;CRA 23 64B 33 OF 301;17;1;8879510;;jasanchez@casaluker.com.co;;CRA 23 64B 33 OF 301;17;1;8879510;;jasanchez@casaluker.com.co;;14;LEON DARIO MESA URIBE;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845781;1;900339803;;;;;1030;9;EXTRACTORA LA GLORIA SAS;EXTRACTORA LA GLORIA SAS;;KM 5.5 VIA LA MATA - LA GLORIA CESAR;20;383;6210500;;DIANA.MARIN@HACIENDALAGLORIA.COM;WWW.HACIENDALAGLORIA.COM;TV 23 97 73 OFC 702;11;1;6210500;;DIANA.MARIN@HACIENDALAGLORIA.COM;WWW.HACIENDALAGLORIA.COM;14;RAMIRO DE FRANCISCO REYES;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845683;1;900056129;;;;;1030;9;EXTRACTORA LA PAZ S.A.;EXTRACTORA LA PAZ S.A.;;AV CRA 9 N° 115 06;11;1;7446063;;antonio.molina@organizacionlapaz.com;;AV CRA 9 N° 115 06 EDIFICIO TIERRA FIRME OF 2102;11;1;7446063;;antonio.molina@organizacionlapaz.com;;5;ELBERT ALCIDES CAMACHO MORENO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844085;1;900292211;;;;;1030;99;REFINADORA NACIONAL DE ACEITES Y GRASAS S.A;REFINADORA NACIONAL DE ACEITES Y GRASAS S.A;;CR 100 11 60 OF 715 TO FARALLONES;76;1;3314329;;contabilidad@refinalsa.com;;CR 100 11 60 OF 715 TO FARALLONES;76;1;3314329;;contabilidad@refinalsa.com;;5;AGUDELO BOTERO FELIX ANTONIO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14209;1;802005075;;;;;1030;99;ACEITES  S.A.;ACEITES S.A.;;KR 1C # 22-58;47;1;4233426;;aceites@aceitesa.com;www.aceitesa.com;CRA 1 C # 22 - 58  OF. 303;47;1;4234253;;aceites@aceitesa.com;www.aceitesa.com;5;BERNARDO ESTEBAN SANCHEZ;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126;1;860006127;;;;;1030;99;C.I.SOCIEDAD INDUSTRIAL DE GRASAS VEGETA LES;C.I SIGRA S A;;CRA 46 # 13 - 95;11;1;5190900;;ventas@sigra.com;www.sigra.com;KR 46 13 95 PUENTE ARANDA;11;1;5190900;;belsi.contreras@sigra.com;www.sigra.com;5;FABIO ENRIQUE  MONTENEGRO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620858;1;31887016;;;;;1040;99;RODRIGUEZ NAVAS ANA VIRGELINA;CREMAS Y HELADOS EL NEVADO;;CALLE 13 42 BIS-39;76;1;3266204;;isabelcristinarodriguezr@hotmail.com;no hay;CALLE 13 42 BIS 39;76;1;3266204;;isabelcristinarodriguezr@hotmail.com;no hay;11;ANA VIRGELINA RODRIGUEZ NAVAS;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9227;2;28731445;;;;;1040;99;NUBIA MARLENE LOZANO DE ANDRADE;MANJARES Y BOCADILLOS EL BUEN SABOR;;KR 9 # 7-30;73;275;2402382;;elbuensabor_97@hotmail.com;;KR  9 # 7 - 30;73;275;2402382;;elbuensabor_97@hotmail.com;;11;NUBIA MARLEN LOZANO DE ANDRADE;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9296;1;42869856;;;;;1040;99;CALLE VELASQUEZ AMALIA HELENA DE FATIMA;FABRICA DE HELADOS LOS ALPES;;KR 52 # 59-57;5;1;5124208;;heladoslosalpes@hotmail.com;www.heladoslosalpes.com;CRA 52 # 59 -57;5;1;5124208;;heladosalpes@hotmail.com;www.heladoslosalpes.com;11;HELENA CALLE VELASQUEZ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9400;2;1348612;;;;;1040;99;PRODUCTOS BONANZA;PRODUCTOS BONANZA;;CL 45 # 36A-59;5;1;2391913;;castrillonochoayasociadosaux1@hotmail.com;;CLL 45 # 36A - 59;5;1;2391913;;castrillonochoayasociadosaux1@hotmail.com;;11;MIGUEL PARRA HURTADO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841896;1;800047802;;;;;1040;99;LA  UBATE  SAS;LA  UBATE SAS;;VEREDA BOJACA CAMINO LA FLORESTA CASA SAN MARTN;25;175;8626452;;INFO@LAUBATE.COM;WWW.LAUBATE.COM;VEREDA BOJACA CAMINO LA FLORESTA CASA SAN MARTN;25;175;8626452;;INFO@LAUBATE.COM;WWW.LAUBATE.COM;14;ANDRES VARGAS NOVOA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770522;1;900581497;;;;;1040;99;GALLO CAMPUZANO S.A.S;LA TIENDA DE LOS MECATOS;;La Tienda de los MecatosKm 6 vía al El Eden;63;1;7479437;;info@latiendadelosmecatos.com;www.latiendadelosmecatos.com;La Tienda de los Mecatos Km 6. via El Eden;63;1;7479437;;info@latiendadelosmecatos.com;www.latiendadelosmecatos.com;14;LUIS BERNARDO GALLO CAMPUZANO;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620412;2;890331275;;;;;1040;99;EL CORTIJO DEL PALMAR S.A.;EL CORTIJO DEL PALMAR S.A.;;CL 3 OESTE # 34-33;76;1;5580462;;elcortijodelpalmar@cable.net,co;www.cortijodelpalmar.com;Cll 3 OESTE  #  34  -  33;76;1;5580717;;contabilidad@cortijodelpalmar.com;www.cortijodelpalmar.com;5;LUZ STELLA MONTOYA DE GARCIA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120178;1;800098886;;;;;1040;99;INDUSTRIA DE ALIMENTOS LIROYAZ LTDA;INDUSTRIA DE ALIMENTOS LIROYAZ LTDA;;KR 4 # 3-37 CIUDADELA INDUSTRIAL;15;238;7638130;;liroyaz@yahoo.com;;CIUDADELA INDUSTRIAL CRA. 4 # 3-37;15;238;7638130;;liroyaz@yahoo.com;;4;HERNANDO ANTONIO GONZALEZ G;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843692;1;900013568;;;;;1040;99;LUALCO S.A.S;LACTEOS COCUNUBO;;CL 7 NRO 6 15;15;332;7897048;;lacteoscocunubo@gmail.com;;CL 7 NRO 6 15;15;332;7897048;;lacteoscocunubo@gmail.com;;14;COCUNUBO VALBUENA LUIS ALFONSO;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841405;1;830059111;;;;;1040;99;PRODUCTOS EL DIAMANTE LTDA;PRODUCTOS EL DIAMANTE LTDA;;AV CL 28 No 22-42;11;1;2320863;;p.diamante@etb.net.co;p.diamante@etb.net.co;AV CL 28 No 22-42;11;1;2320863;;p.diamante@etb.net.co;p.diamante@etb.net.co;4;ABRAHAM LEIBOVICI;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841861;1;800135411;;;;;1040;99;COOPERATIVA DE LACTEOS DE TAME COOLACTAMLTDA;COOLACTAME LTDA;;CRA 17 No 22-22;81;794;8886594;;coolactame@yahoo.com.mx;;CRA 17 No 22-22;81;794;8886594;;coolactame@yahoo.com.mx;;4;RAMON EDUARDO SANTANDER CAMARGO;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
840689;1;811007871;;;;;1040;99;HELADOS FINOS SANTA CLARA S.A;HELADOS FINOS SANTA CLARA S.A.;;KR 44 # 28-37;5;1;2621812;;hfsantaclara@une.net.co;;Cra 44 #  28 -37;5;1;2621812;;gerencia@heladofinosantaclara.com;;5;OLGA CECILIA JARAMILLO BUSTAMANTE;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121446;1;830080877;;;;;1040;99;LA DOLCEZZA SAS;LA DOLCEZZA SAS;;CRA 108 23B 51;11;1;4155022;;contabilidad@ladolcezzasas.com;www.ladolcezzasas.com;CRA 108 23B 51;11;1;4154996;;contabilidad@ladolcezzasas.com;www.ladolcezzasas.com;14;RONALD ADULKARIN SALAZAR SERRA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8036;1;891300282;;;;;1040;99;CECILIA PAYAN S.A. DULCES DEL VALLE S.A.;DULCES DEL VALLE;;KR 11# 3 - 52;76;111;2272351;;contabilidad@dulcesdelvalle.com;www.dulcesdelvalle.com;KR 11 # 3 - 52;76;111;2272351;;contabilidad@dulcesdelvalle.com;www.dulcesdelvalle.com;5;ANDRES GUTIERREZ UPEGUI;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121866;1;900329156;;;;;1040;99;LACTEOS Y ALIMENTOS CASTILAC SAS;LACTEOS Y ALIMENTOS CASTILAC SAS;;SOPO  KM 2  VIA LA CALERA;25;758;8570129;;lacteoscastilac@gmail.com;;SOPO  KM 2  VIA LA CALERA;25;758;8570129;;lacteoscastilac@gmail.com;;14;ANDRES LEONARDO ROJAS GANTIVA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
843427;1;811043115;;;;;1040;99;LACTEOS LA FONTANA LTDA;LACTEOS LA FONTANA;;TRONCAL NORTE KM 42 DON MATIAS.;5;237;8663031;;fontanalac@gmail.com;;TRONCAL NORTE KM 42 DON MATIAS.;5;237;8663031;;fontanalac@gmail.com;;4;LINA MARCELA TORRES  MUNOZ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
844055;1;900277184;;;;;1040;99;INDUSTRIA QUINDIANA DE ALIMENTOS LACTEOS S.A.S.INQUILAC S A S;INQUILAC S A S;;CR 22 No 21 52 P 2;63;1;7401189;;gerencia.inquilac@hotmail.com;;CR22 No 21 52 P  2;63;1;7401189;;contabilidad.inquilac@gmail.com;;14;OSPINA LOZANO OLGA NIDYA;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841722;1;811006146;;;;;1040;99;PRODUCTOS ALIMENTICIOS ARCO IRIS SAS;PRODUCTOS ALIMENTICIOS ARCO IRIS SAS;;CR 48 Nº 56-88 COPACABANA;5;212;4427424;;ARCOIRIS@UNE.NET.CO;;CR 48 Nº 56-88;5;212;4427424;;ARCOIRIS@UNE.NET.CO;;14;BALTAZAR DE JESUS ECHEVERRY GALLEGO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11815;1;811007204;;;;;1040;99;DURANGO Y CIA. S. EN C.;HELADOS TONNY;;KR 31 # 30-51;5;847;8502363;;informacion@heladostonny.com;;CL 51 # 43 - 62;5;360;3722229;;contabilidad@heladostonny.com;;2;ANTONIO   JESUS DURANGO HIGUITA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842167;1;900582197;;;;;1040;99;PESLAC  PROCESADORA DE LACTEOS SAS;PESLAC PROCESADORA DE LACTEOS SAS;;KR 4 # 10 - 98;15;272;7770206;;lacteospeslac@gmail.com;www.peslac.com;KR 4 # 10- 98;15;272;7770206;;lacteospeslac@gmail.com;www.peslac.com;14;BOLIVAR MENDEZ EMMA YANIRA;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
851;1;900452752;;;;;1040;99;INDUSTRIAS LACTEAS PRIMAVERA S A S;INDUSTRIAS LACTEAS PRIMAVERA S A S;;CL 44 # 26-43;20;1;5716441;;gerencia@colquesos.com.co;www.laprirmavera.com.co;CL 9C SUR  50FF-71;5;1;3621414;;gerencia@colquesos.com.co;www.laprirmavera.com.co;14;EDUARDO ANTONIO JUBIZ HAZBUN;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5231;1;830018198;;;;;1040;99;PASTEURIZADORA SANTODOMINGO S.A.;PASTEURIZADORA SANTO DOMINGO S.A.;;CL 165 # 46-32;11;1;6702355;;contabilidad@santodomingo.com.co;www.santodomingo.com.co;CLL 165 # 46 - 32;11;1;6702355;;contabilidad@santodomingo.com.co;www.santodomingo.com.co;5;GLORIA AMPARO LEON GONZALEZ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9299;1;890920001;;;;;1040;99;EL ZARZAL  S.A.;EL ZARZAL  S.A.;;KR 65 # 74-75 LC 142;5;1;4422020;;info@elzarzal.com;www.elzarzal.com;CRA 65 # 74 - 75 LOCAL 142;5;1;4422020;;info@elzarzal.com;www.elzarzal.com;5;Ovidio Alfonso Jaramillo Echeverri;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845682;1;832008464;;;;;1040;9;COMPAÑIA LECHERA DE EL MORTIÑO LIMITADA COMLEMO LTDA;COMLEMO LTDA;;KM 7 VIA ZIPAQUIRA NEMOCON;25;200;8519447;;COMLEMOLTDA@HOTMAIL.COM;;KM 7 VIA ZIPAQUIRA NEMOCON;25;200;8519447;;COMLEMOLTDA@HOTMAIL.COM;;4;HECTOR ORLANDO RINCON FORERO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8524;1;890800252;;;;;1040;99;CENTRAL LECHERA DE MANIZALES S.A;CELEMA S.A;;CR 22  71 79;17;1;8864000;;wilsonramirez@celema.com.co;www.celema.com.co;CR 22  71 79;17;1;8864000;;marcelasalazar@celema.com.co;www.celema.com.co;5;JAVIV BARJUN PALOMINO;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5325;1;860401826;;;;;1040;99;PRODUCTOS LACTEOS EL RECREO S.A;PRODUCTOS LACTEOS EL RECREO S.A.;;Zipaquira Km 1.5 via Nemocon vereda susagua;25;899;8522319;;info@productoselrecreo.com;www.productoselrecreo.com;Zipaquira Km 1.5 via Nemocon vereda susagua;25;899;8522319;;analistacontable@productoselrecreo.co;www.productoselrecreo.com;5;GERMAN ENRIQUE GALEANO RUEDA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
845415;1;800212228;;;;;1051;9;APIARIOS EL PINAR CIA LTDA;APIARIOS EL PINAR CIA LTDA;;KR 7 # 180-75 MOD LC 17;11;1;6263180;;Y.GARCIA@APIARIOSELPINAR.COM;WWW.APIARIOSELPINAR.COM;KR 7 # 180-75 MOD LC 17;11;1;6263180;;Y.GARCIA@APIARIOSELPINAR.COM;WWW.APIARIOSELPINAR.COM;4;JUAN JOSE RICARDO PERDOMO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;1;900271486;;;;;1051;99;CERERALES DEL CARIBE  SA;CEREALES DEL CARIBE  SA;;VIA AL RETEN KM 1;47;53;4271227;;juancarlossantosdomingo@hotmail.com;;KM 1   VIA AL RETEN;47;53;4271227;;juancarlossantosdomingo@hotmail.com;;5;LUIS MIGUEL  LACHE GOMEZ;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770360;1;800183642;;;;;1051;99;ALIMENTO ENERGETICO PROTEICO S.A.EN ACUERDO DE REESTRUCTURACION;ALEN PRO S.A.;;PARAJE LA MARINA PUERTO CALDAS;66;1;2106611;;alenprosa@hotmail.com;;PARAJE LA MARINA PUERTO CALDAS;66;1;2106611;;alenprosa@hotmail.com;;5;RODRIGO DE JESUS GUTIERREZ VASQUEZ;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5154;1;860023632;;;;;1051;99;FABRICA DE PRODUCTOS MURILLO LTDA;FABRICA DE PRODUCTOS MURILLO LTDA;;CRA 1 N 3 44;25;269;8428693;;promurillo@hotmail.com;;CRA 1 N 3 44;25;269;8428693;;sprg95@hotmail.com;;4;GABRIELA DE LAS MERCEDES MURILLO ROMERO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
842240;1;800247223;;;;;1051;99;COMPAÑIA AGROINDUSTRIAL DE CEREALES LTDA;COMPAÑIA AGROINDUSTRIAL DE CEREALES LTDA;;KR 7 180 75 MD 2 LC 13;11;1;6749234;;coagroinc@hotmail.com;;KR 7 180 75 MD 2 LC 13;11;1;6749234;;julieta.zambrano@coagroin.com;;4;ZAMBRANO DIAZ JULIETA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9077;1;890701920;;;;;1051;99;AGROPECUARIA LA CEIBA GONELLA HNOS LTDA;AGROPECUARIA LA CEIBA;;Arkacentro Modulo T Local B-34;73;1;2742948;;agrolaceiba@yahoo.com;;ARKACENTRO MOD T LOCAL B-34;73;1;2742948;;agrolaceiba@yahoo.com;;4;Clara Ines Gonella;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5458;1;860536303;;;;;1051;99;R. A. C. INVERSIONES GUANAYAS Y CIA S. E;MOLINO GUANAYAS;;CALLE 93 No.47A-26;11;1;6111441;;guanayas@hotmail.com;;KM 0.5 ANTIGUA VIA GRANADA;11;1;6488139;;guanayas@hotmail.com;;2;RAFAEL AYALA CELY;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
